content_id,title,genre,release_date,language,duration_minutes,rating,production_studio
CONT000908,Savage Heart,Action,2023-07-08,Spanish,88,8.1,KVN Productions
CONT000909,Restless Genesis Part II,Sports,2004-03-01,Tamil,161,8.7,20th Century Studios
CONT000910,Final Symphony,Anime,2017-07-22,English,148,4.9,Sony Pictures
CONT000911,Silver Chronicles,Sports,2009-03-29,French,239,9.4,T-Series Films
CONT000912,Golden Dreams Origins,Documentary,2005-07-13,French,72,8.8,Paramount Pictures
CONT000913,Scarlet Reckoning,Sci-Fi,2001-08-25,Kannada,218,5.8,Lionsgate
CONT000914,Midnight Secrets Origins,Kids,2007-09-20,French,127,9.7,Hombale Films
CONT000915,Frozen Rebellion,Romance,2024-10-14,Japanese,226,1.0,Legendary Pictures
CONT000916,Restless Requiem Part II,Sci-Fi,2005-11-16,English,101,5.4,Warner Bros Pictures
CONT000917,Radiant Empire Origins,Anime,2014-08-28,Japanese,97,1.2,Suresh Productions
CONT000918,Emerald Genesis Unleashed,Kids,2025-03-05,Hindi,61,3.9,Lionsgate
CONT000919,Frozen Frontier Unleashed,Romance,2016-12-14,Hindi,228,1.1,Suresh Productions
CONT000920,Whispering Symphony Origins,Drama,2006-05-16,Tamil,186,5.8,Yash Raj Films
CONT000921,Savage Empire,Comedy,2009-10-28,Hindi,211,9.4,Warner Bros Pictures
CONT000922,Shadow Frontier Unleashed,Romance,2003-08-09,Hindi,154,3.2,A24
CONT000923,Sacred Requiem,Sports,2025-02-19,Kannada,234,5.8,Amazon Studios
CONT000924,Iron Wonderland Returns,Sci-Fi,2003-03-26,French,169,4.7,Studio Ghibli
CONT000925,Scarlet Voyage,Sports,2011-11-02,French,238,9.5,Hombale Films
CONT000926,Ancient Throne Origins,Thriller,2004-09-20,French,183,1.7,Prithvi Productions
CONT000927,Sacred Throne,Documentary,2015-03-06,Spanish,218,2.2,Warner Bros Pictures
CONT000928,Ancient Fury Origins,Thriller,2006-09-28,Japanese,141,3.9,AVM Productions
CONT000929,Shadow Horizon Reloaded,Anime,2010-02-01,Spanish,144,4.5,A24
CONT000930,Iron Justice,Action,2010-07-30,Japanese,236,1.3,Sony Pictures
CONT000931,Broken Throne,Documentary,2005-03-08,Tamil,180,8.2,Paramount Pictures
CONT000932,Velvet Odyssey,Comedy,2004-07-04,Japanese,186,8.3,KVN Productions
CONT000933,Sacred Odyssey,Kids,2005-09-01,English,101,7.3,Dharma Productions
CONT000934,Burning Throne,Drama,2010-01-26,French,128,5.2,20th Century Studios
CONT000935,Scarlet Requiem Unleashed,Thriller,2004-10-07,Telugu,212,8.7,Studio Ghibli
CONT000936,Ancient Horizon,Romance,2020-08-23,Kannada,180,1.1,Dharma Productions
CONT000937,Silent Wonderland,Kids,2003-02-03,Tamil,159,3.3,Sony Pictures
CONT000938,Savage Legacy Unleashed,Sci-Fi,2020-03-22,Kannada,86,3.8,Lyca Productions
CONT000939,Whispering Storm,Drama,2006-11-15,Telugu,163,1.1,Lionsgate
CONT000940,Emerald Legacy Part II,Sports,2007-03-10,Tamil,86,3.0,Universal Studios
CONT000941,Whispering Secrets The Beginning,Action,2023-02-20,Kannada,198,5.6,KVN Productions
CONT000942,Velvet Dreams Part II,Anime,2002-05-08,Tamil,127,6.4,Legendary Pictures
CONT000943,Hidden Chronicles,Action,2006-01-06,English,62,1.7,Yash Raj Films
CONT000944,Midnight Justice Part II,Comedy,2015-02-01,Tamil,203,9.8,Suresh Productions
CONT000945,Shadow Symphony,Romance,2018-11-25,English,89,1.9,Yash Raj Films
CONT000946,Ancient Kingdom Part II,Thriller,2011-04-03,Spanish,199,4.6,KVN Productions
CONT000947,Silent Justice,Comedy,2025-05-13,French,74,4.3,AVM Productions
CONT000948,Burning Throne Reloaded,Action,2022-10-08,Telugu,140,5.8,KVN Productions
CONT000949,Ancient Dreams Origins,Drama,2022-11-17,English,196,8.8,Mythri Movie Makers
CONT000950,Sacred Empire Origins,Anime,2011-02-15,Telugu,78,6.3,Lionsgate
CONT000951,Broken Storm,Comedy,2020-08-21,Hindi,89,3.0,Studio Ghibli
CONT000952,Ancient Justice,Kids,2024-11-13,Spanish,180,1.2,Geetha Arts
CONT000953,Golden Alliance Unleashed,Kids,2016-01-15,Tamil,101,1.8,Warner Bros Pictures
CONT000954,Sacred Reckoning,Comedy,2022-06-12,English,69,4.4,Marvel Studios
CONT000955,Silent Secrets Part II,Documentary,2007-05-19,Tamil,240,8.6,Vyjayanthi Movies
CONT000956,Golden Odyssey,Sports,2015-04-25,Kannada,106,8.8,Amazon Studios
CONT000957,Radiant Sanctuary,Comedy,2025-11-01,Japanese,106,7.8,Real Star Productions
CONT000958,Silent Genesis,Sci-Fi,2006-05-22,Hindi,79,8.1,A24
CONT000959,Midnight Frontier Reloaded,Kids,2025-04-16,Telugu,167,3.8,Legendary Pictures
CONT000960,Final Symphony Returns,Anime,2016-12-30,Hindi,129,5.3,Universal Studios
CONT000961,Rising Legacy Returns,Drama,2014-05-21,English,240,9.6,AVM Productions
CONT000962,Whispering Justice The Beginning,Kids,2005-10-12,Telugu,134,8.7,A24
CONT000963,Iron Throne Unleashed,Action,2015-10-08,Spanish,70,3.3,Marvel Studios
CONT000964,Endless Dreams,Drama,2021-12-07,Tamil,132,4.9,20th Century Studios
CONT000965,Scarlet Destiny Unleashed,Sci-Fi,2011-06-02,English,165,4.3,Legendary Pictures
CONT000966,Electric Odyssey,Documentary,2022-11-25,French,77,1.5,Paramount Pictures
CONT000967,Emerald Frontier Reloaded,Action,2015-04-18,English,219,9.1,Lyca Productions
CONT000968,Midnight Alliance,Comedy,2004-06-07,Japanese,134,1.7,Marvel Studios
CONT000969,Distant Prophecy The Beginning,Sci-Fi,2017-06-12,Spanish,139,6.5,Marvel Studios
CONT000970,Frozen Empire Unleashed,Romance,2003-05-02,French,79,2.7,Studio Canal
CONT000971,Sacred Echoes,Action,2008-09-30,Tamil,75,3.9,Marvel Studios
CONT000972,Scarlet Echoes Origins,Drama,2015-11-13,Tamil,200,5.2,Vyjayanthi Movies
CONT000973,Frozen Symphony,Comedy,2014-08-06,French,111,3.6,Legendary Pictures
CONT000974,Silent Kingdom Origins,Comedy,2025-12-12,Kannada,151,9.9,Geetha Arts
CONT000975,Ancient Genesis,Kids,2024-10-20,Telugu,227,5.7,KVN Productions
CONT000976,Eternal Chronicles Unleashed,Comedy,2018-03-21,Spanish,71,1.5,Real Star Productions
CONT000977,Velvet Kingdom,Documentary,2006-07-21,Telugu,188,4.8,Gaumont Film Company
CONT000978,Radiant Odyssey Unleashed,Sci-Fi,2005-12-11,Japanese,109,7.5,Universal Studios
CONT000979,Endless Path Unleashed,Documentary,2005-05-26,Telugu,231,5.4,MGM Studios
CONT000980,Velvet Empire Returns,Romance,2024-12-27,Japanese,217,6.9,AVM Productions
CONT000981,Fallen Dreams Returns,Drama,2015-09-02,Kannada,216,2.7,Netflix Originals Studio
CONT000982,Silver Empire Reloaded,Sci-Fi,2008-03-16,French,96,7.3,Studio Canal
CONT000983,Burning Sanctuary Part II,Kids,2019-03-25,French,83,8.6,KVN Productions
CONT000984,Endless Secrets Part II,Comedy,2017-12-04,Hindi,155,3.8,Marvel Studios
CONT000985,Midnight Warriors Reloaded,Comedy,2022-11-06,Tamil,155,9.7,Vyjayanthi Movies
CONT000986,Iron Symphony,Action,2005-10-24,Tamil,155,8.9,Lionsgate
CONT000987,Hidden Legacy Returns,Romance,2013-03-09,Telugu,70,8.5,Dharma Productions
CONT000988,Forgotten Destiny Origins,Action,2003-08-03,Kannada,184,9.4,Gaumont Film Company
CONT000989,Forgotten Destiny Reloaded,Documentary,2013-09-14,Tamil,72,3.1,MGM Studios
CONT000990,Crimson Echoes,Sports,2024-12-27,English,167,7.2,Legendary Pictures
CONT000991,Endless Alliance The Beginning,Sci-Fi,2024-03-25,English,94,7.6,Yash Raj Films
CONT000992,Burning Echoes Part II,Drama,2009-12-26,Hindi,203,6.9,Marvel Studios
CONT000993,Broken Warriors,Kids,2001-11-19,Tamil,181,1.7,20th Century Studios
CONT000994,Wild Mirage Unleashed,Kids,2009-10-29,English,239,5.1,Mythri Movie Makers
CONT000995,Rising Heart,Sports,2016-07-22,Tamil,126,5.4,Universal Studios
CONT000996,Iron Wonderland,Sports,2024-03-15,Tamil,68,9.8,T-Series Films
CONT000997,Iron Alliance Reloaded,Comedy,2001-08-27,Tamil,83,2.2,Gaumont Film Company
CONT000998,Restless Alliance Origins,Documentary,2004-12-18,Spanish,178,2.7,Yash Raj Films
CONT000999,Velvet Reckoning The Beginning,Kids,2004-03-14,French,150,4.4,Lionsgate
CONT001000,Radiant Throne Origins,Romance,2023-01-24,Tamil,174,4.7,Suresh Productions
